Date,Organization,Region,Product_Category,Product_Name,Units_Sold,Revenue,Cost,Profit,Inventory_Level,Promotion,Holiday
2023-12-03,Global Mart,West,Electronics,Washing Machine,35,5110,2939.88,2170.12,2763,No,No
2025-10-11,ABC Retail,West,Furniture,Keyboard,29,124236,80426.69,43809.31,443,No,No
2023-04-14,XYZ Stores,East,Fashion,Smartphone,48,168960,133081.6,35878.4,2526,No,No
2024-08-14,Future Bazaar,West,Furniture,Sofa,489,2260158,1289058.41,971099.59,3105,No,No
2025-07-08,Future Bazaar,North,Fashion,T-Shirt,80,115680,97713.31,17966.69,2914,No,No
2023-08-11,Global Mart,North,Grocery,Laptop,457,1237099,799767.01,437331.99,1027,No,No
2024-08-29,Global Mart,North,Fashion,Monitor,217,600656,472658.75,127997.25,2207,No,No
2023-10-29,ABC Retail,Central,Electronics,Mouse,430,628660,371839.79,256820.21,2160,No,No
2024-12-21,Global Mart,East,Electronics,Washing Machine,341,495132,317986.4,177145.6,1312,Yes,No
2024-10-19,XYZ Stores,South,Fashion,Washing Machine,404,1379256,838855.05,540400.95,3851,No,No
2024-10-05,ABC Retail,Central,Fashion,Laptop,19,32908,21672.63,11235.37,2478,No,No
2024-10-31,Prime Wholesale,North,Electronics,Mouse,90,108000,72887.5,35112.5,3875,No,No
2024-03-28,ABC Retail,Central,Appliances,Smartphone,321,1492971,933116.77,559854.23,2963,No,No
2024-01-12,ABC Retail,North,Appliances,T-Shirt,252,1055124,706426.02,348697.98,1352,No,No
2024-08-22,Future Bazaar,East,Electronics,Air Conditioner,309,673002,468677.54,204324.46,3165,Yes,No
2024-12-01,XYZ Stores,East,Electronics,Air Conditioner,229,761425,588460.97,172964.03,312,No,No
2024-11-28,Future Bazaar,North,Electronics,Smartphone,329,795193,486983.87,308209.13,4429,No,No
2024-04-29,XYZ Stores,West,Grocery,Office Chair,122,584502,426633.65,157868.35,2897,Yes,No
2024-04-05,Global Mart,North,Grocery,T-Shirt,184,739496,570743.24,168752.76,3244,Yes,No
2023-07-03,XYZ Stores,South,Grocery,T-Shirt,291,1224237,1039047.13,185189.87,3333,No,No
2024-09-19,Future Bazaar,North,Electronics,Washing Machine,453,2150391,1373879.26,776511.74,3249,Yes,No
2024-03-28,Prime Wholesale,North,Fashion,Keyboard,131,108337,69272.46,39064.54,1559,No,No
2024-01-21,Prime Wholesale,Central,Appliances,T-Shirt,144,411696,348118.27,63577.73,415,No,No
2025-07-23,XYZ Stores,Central,Fashion,Rice 10kg,279,643374,495457.32,147916.68,4177,No,No
2023-05-25,Prime Wholesale,North,Fashion,Smartphone,47,119944,74782.05,45161.95,2569,No,No
2025-11-12,Prime Wholesale,Central,Grocery,Printer,491,1437648,877847.49,559800.51,4826,No,No
2023-05-30,ABC Retail,East,Furniture,Refrigerator,86,82474,46390.47,36083.53,3546,Yes,No
2025-06-08,Prime Wholesale,Central,Appliances,Refrigerator,187,48433,32284.35,16148.65,4821,Yes,No
2023-01-12,Global Mart,South,Grocery,Table,362,1640584,1213026.48,427557.52,2772,No,No
2025-10-12,ABC Retail,Central,Appliances,Smartphone,83,268837,189186.19,79650.81,4670,Yes,No
2023-09-14,ABC Retail,East,Fashion,Air Conditioner,440,1884080,1110131.54,773948.46,737,Yes,No
2023-07-20,XYZ Stores,North,Appliances,Dining Table,281,223395,187496.05,35898.95,2687,Yes,No
2025-08-25,XYZ Stores,South,Fashion,Monitor,257,700325,528100.92,172224.08,4249,No,No
2024-07-12,XYZ Stores,North,Electronics,Smartphone,345,1453830,1003311.17,450518.83,4176,No,No
2023-02-16,Prime Wholesale,South,Appliances,Laptop,152,706952,409541.35,297410.65,1542,No,No
2023-01-24,Prime Wholesale,East,Grocery,Monitor,157,128740,79952.95,48787.05,2602,No,No
2023-07-15,Future Bazaar,Central,Electronics,Sofa,366,345504,212121.26,133382.74,2530,No,No
2023-09-11,Future Bazaar,East,Furniture,Mouse,89,151300,95261.26,56038.74,3501,Yes,No
2025-11-25,XYZ Stores,West,Furniture,Keyboard,50,144950,114692.66,30257.34,4713,No,No
2024-08-08,Prime Wholesale,South,Fashion,Printer,256,945664,521908.96,423755.04,691,Yes,No
2023-05-08,Future Bazaar,South,Furniture,Sofa,315,614565,403914.83,210650.17,4401,No,No
2025-12-18,Global Mart,East,Grocery,Rice 10kg,242,972598,772553.99,200044.01,1711,No,No
2025-01-18,Prime Wholesale,North,Electronics,Mouse,297,1474902,1022314.73,452587.27,2616,No,No
2024-09-14,Future Bazaar,Central,Grocery,Office Chair,142,107068,68698.95,38369.05,3274,Yes,No
2025-01-31,ABC Retail,South,Furniture,Refrigerator,184,660560,373123.07,287436.93,4852,Yes,No
2023-10-24,Prime Wholesale,Central,Grocery,Monitor,70,152250,94900.15,57349.85,1128,No,No
2024-06-06,Prime Wholesale,West,Grocery,Mouse,378,1159704,719292.71,440411.29,691,Yes,No
2025-03-04,ABC Retail,North,Furniture,Keyboard,426,425574,358866.42,66707.58,315,No,No
2025-05-10,Prime Wholesale,Central,Furniture,Washing Machine,284,1015584,743943.54,271640.46,4189,Yes,No
2025-06-19,Prime Wholesale,Central,Fashion,Washing Machine,368,287040,174854.26,112185.74,766,Yes,No
2025-03-16,Future Bazaar,West,Fashion,Sofa,498,2192694,1490971.67,701722.33,4405,No,No
2025-07-13,XYZ Stores,East,Fashion,Monitor,224,470400,385078.8,85321.2,3534,Yes,No
2023-01-18,Global Mart,East,Electronics,T-Shirt,101,269468,165730.36,103737.64,1832,No,No
2024-12-26,Prime Wholesale,North,Furniture,Sofa,167,619737,416251.45,203485.55,3869,No,No
2023-03-30,ABC Retail,East,Grocery,Laptop,53,120098,94378.68,25719.32,635,Yes,No
2023-03-02,ABC Retail,North,Grocery,Washing Machine,80,218880,144391.97,74488.03,3427,No,No
2024-04-26,XYZ Stores,West,Grocery,Rice 10kg,198,364914,228792.44,136121.56,122,No,No
2024-07-27,XYZ Stores,East,Appliances,Table,313,389372,273472.81,115899.19,2314,No,No
2023-07-11,XYZ Stores,West,Appliances,Monitor,432,296352,245202.48,51149.52,462,Yes,No
2024-02-07,Future Bazaar,North,Furniture,Laptop,80,388560,260242.56,128317.44,1530,No,No
2025-08-26,XYZ Stores,North,Grocery,Table,244,549976,350751.91,199224.09,4466,Yes,Yes
2023-11-16,Global Mart,West,Grocery,Dining Table,102,153102,104055.31,49046.69,3340,No,No
2024-07-09,ABC Retail,West,Fashion,Smartphone,439,417489,295835.32,121653.68,440,No,No
2024-01-17,Future Bazaar,Central,Fashion,Monitor,14,53718,42464.53,11253.47,841,Yes,No
2023-05-20,ABC Retail,Central,Fashion,Air Conditioner,77,11858,6930.04,4927.96,4722,No,No
2023-01-23,XYZ Stores,South,Electronics,Printer,447,1954731,1402022.17,552708.83,3373,No,No
2024-01-10,XYZ Stores,East,Appliances,T-Shirt,156,23556,13985.6,9570.4,3853,No,Yes
2023-07-30,Global Mart,West,Appliances,Monitor,166,506798,390353.92,116444.08,2399,No,Yes
2023-11-14,XYZ Stores,Central,Grocery,Printer,124,46624,30138.14,16485.86,3533,No,No
2023-02-27,Future Bazaar,East,Appliances,Dining Table,303,708717,430309.31,278407.69,2575,Yes,No
2025-10-04,Future Bazaar,Central,Grocery,Laptop,151,382030,273536.27,108493.73,4075,No,No
2024-09-18,ABC Retail,Central,Grocery,Monitor,415,1559155,1246040.84,313114.16,4114,No,Yes
2024-03-18,Future Bazaar,North,Fashion,Rice 10kg,177,783225,462547.08,320677.92,2348,No,No
2023-04-23,Future Bazaar,South,Furniture,Refrigerator,99,171864,131376.73,40487.27,1311,No,No
2024-01-12,Future Bazaar,North,Appliances,Sofa,166,383626,258148.14,125477.86,4747,No,No
2025-06-21,XYZ Stores,North,Furniture,Office Chair,281,920556,644839.26,275716.74,1904,No,No
2024-08-24,ABC Retail,West,Fashion,Office Chair,71,14697,9368.08,5328.92,3444,No,No
2025-10-28,ABC Retail,South,Fashion,Air Conditioner,112,68208,48897.62,19310.38,1952,Yes,No
2024-12-18,ABC Retail,South,Grocery,Refrigerator,288,1370016,774656.1,595359.9,390,No,No
2023-04-05,ABC Retail,South,Grocery,Smartphone,218,263126,182130.34,80995.66,4278,No,No
2025-03-27,ABC Retail,Central,Electronics,Office Chair,35,30310,17651.86,12658.14,4665,No,No
2023-04-18,Prime Wholesale,North,Grocery,Table,244,404552,339140.51,65411.49,4319,No,No
2024-05-10,Global Mart,North,Appliances,Washing Machine,349,1697187,1052837.64,644349.36,2187,No,No
2024-04-08,ABC Retail,East,Appliances,Dining Table,50,81350,66047.06,15302.94,2520,No,No
2023-08-20,ABC Retail,North,Grocery,Table,368,481344,299928.65,181415.35,289,No,No
2024-12-13,Global Mart,East,Furniture,Printer,373,1809796,1454947.95,354848.05,1188,No,Yes
2023-08-03,ABC Retail,Central,Electronics,Air Conditioner,328,1084696,711987.72,372708.28,1213,No,No
2025-04-30,ABC Retail,East,Grocery,T-Shirt,224,774144,573915.96,200228.04,1556,No,No
2025-08-19,Prime Wholesale,East,Grocery,Laptop,406,778302,498755.88,279546.12,3626,Yes,No
2025-01-23,ABC Retail,South,Electronics,Monitor,367,1447448,818839.73,628608.27,1066,No,No
2023-08-15,Future Bazaar,Central,Appliances,Printer,461,107413,87401.21,20011.79,1172,Yes,No
2024-08-31,XYZ Stores,East,Furniture,Printer,10,19750,12421.24,7328.76,803,No,No
2025-06-01,ABC Retail,West,Furniture,Laptop,268,948988,576547.64,372440.36,2553,No,No
2025-11-17,ABC Retail,West,Furniture,Monitor,385,705705,561822.59,143882.41,1306,No,Yes
2023-04-06,ABC Retail,West,Appliances,Rice 10kg,420,73920,61987.85,11932.15,1198,No,No
2024-04-28,Global Mart,Central,Furniture,Rice 10kg,177,866238,686048.23,180189.77,4778,No,No
2023-04-07,Global Mart,East,Appliances,Rice 10kg,230,628820,360558.94,268261.06,4341,No,No
2024-01-14,Future Bazaar,South,Grocery,T-Shirt,407,410663,284366.33,126296.67,3942,No,No
2023-12-20,XYZ Stores,West,Appliances,Printer,336,1504944,997370.02,507573.98,821,No,No
2025-12-21,ABC Retail,Central,Electronics,Smartphone,199,205567,115586.28,89980.72,2562,Yes,Yes
2023-12-06,Prime Wholesale,North,Grocery,Washing Machine,224,1097152,841285.58,255866.42,707,No,No
2023-10-22,ABC Retail,East,Furniture,Table,56,141848,113257.52,28590.48,4102,No,Yes
2025-12-27,Global Mart,East,Furniture,Laptop,146,115778,84020.69,31757.31,1637,No,No
2025-02-21,Future Bazaar,South,Furniture,Dining Table,307,47585,35225.23,12359.77,478,No,No
2023-12-05,XYZ Stores,South,Appliances,Rice 10kg,299,986700,694915.37,291784.63,2989,No,No
2023-01-11,Prime Wholesale,West,Fashion,T-Shirt,100,296000,166171.2,129828.8,819,No,Yes
2024-06-06,Prime Wholesale,West,Electronics,Mouse,107,72439,61562.08,10876.92,3262,No,No
2024-11-29,Global Mart,Central,Furniture,Washing Machine,414,1379448,1049673.66,329774.34,3782,No,No
2024-06-26,ABC Retail,South,Grocery,Monitor,132,55044,46090.17,8953.83,3066,Yes,No
2023-11-13,Future Bazaar,South,Fashion,Smartphone,155,604345,434042.42,170302.58,4311,No,No
2025-08-18,Future Bazaar,Central,Fashion,T-Shirt,469,1262548,699043.48,563504.52,1079,No,No
2024-12-27,XYZ Stores,North,Appliances,Table,492,1269852,945714.25,324137.75,2428,No,No
2024-12-07,ABC Retail,North,Furniture,Air Conditioner,480,615360,393275.58,222084.42,4522,No,No
2025-02-11,XYZ Stores,West,Electronics,Keyboard,175,716800,472186.95,244613.05,2069,No,No
2024-09-19,XYZ Stores,North,Electronics,Laptop,161,441462,317862.69,123599.31,4265,Yes,No
2023-09-30,XYZ Stores,West,Furniture,Laptop,181,410146,278050.29,132095.71,1112,No,Yes
2025-11-03,Prime Wholesale,East,Furniture,Air Conditioner,332,1137432,686277.27,451154.73,2550,Yes,No
2024-01-18,Future Bazaar,West,Appliances,Table,429,1897896,1570406.04,327489.96,1977,No,No
2023-09-24,XYZ Stores,North,Furniture,Office Chair,478,196458,156117.35,40340.65,2712,No,No
2023-03-20,Future Bazaar,Central,Furniture,Mouse,419,856436,694719.18,161716.82,4320,No,No
2025-09-23,Future Bazaar,North,Electronics,Printer,125,353000,249564.85,103435.15,3762,No,No
2023-09-25,Prime Wholesale,East,Grocery,Washing Machine,19,39102,21763.57,17338.43,3221,Yes,No
2024-11-01,Global Mart,South,Grocery,T-Shirt,474,1233348,1016180.05,217167.95,2226,Yes,No
2025-03-07,Future Bazaar,East,Fashion,Laptop,458,2213514,1221169.17,992344.83,4040,No,No
2023-06-11,XYZ Stores,East,Furniture,Laptop,476,1989204,1403777.84,585426.16,4130,No,No
2024-01-24,Future Bazaar,Central,Electronics,Sofa,173,353612,205322.78,148289.22,2136,Yes,No
2025-08-31,XYZ Stores,North,Grocery,Table,424,446896,321681.43,125214.57,4637,No,No
2025-09-12,Prime Wholesale,South,Furniture,Washing Machine,205,756040,474193.51,281846.49,342,Yes,No
2024-10-31,Prime Wholesale,Central,Furniture,Dining Table,64,318784,234679.69,84104.31,4136,Yes,No
2024-04-17,ABC Retail,West,Furniture,Office Chair,129,535608,394143.3,141464.7,1986,No,No
2025-09-12,XYZ Stores,North,Furniture,Refrigerator,288,982368,683283.74,299084.26,1985,Yes,No
2025-05-19,XYZ Stores,South,Appliances,Office Chair,140,106680,66001.15,40678.85,3992,No,No
2025-03-23,Prime Wholesale,South,Grocery,Laptop,369,495567,288992.55,206574.45,3392,No,No
2023-01-29,Global Mart,West,Electronics,Laptop,194,375390,301339.79,74050.21,4395,No,No
2024-09-02,ABC Retail,Central,Grocery,Mouse,68,94724,77530.96,17193.04,4751,No,No
2025-01-30,Prime Wholesale,West,Fashion,Office Chair,315,321300,242154.13,79145.87,3888,Yes,No
2025-03-09,Prime Wholesale,East,Grocery,Mouse,466,868158,713415.38,154742.62,1850,No,No
2024-10-23,Global Mart,West,Grocery,Dining Table,424,280264,197096.51,83167.49,2061,No,No
2025-03-24,ABC Retail,East,Furniture,Office Chair,104,281008,190568.4,90439.6,1269,No,No
2024-12-13,Prime Wholesale,South,Grocery,T-Shirt,258,345462,267781.05,77680.95,1432,No,Yes
2023-12-05,Future Bazaar,North,Fashion,Washing Machine,155,685875,438541.65,247333.35,4625,Yes,No
2024-02-03,Prime Wholesale,West,Grocery,Washing Machine,326,271884,167798.24,104085.76,2589,No,No
2023-03-20,Global Mart,South,Grocery,Laptop,202,928796,524196.27,404599.73,4164,No,No
2023-11-20,Future Bazaar,North,Fashion,Printer,472,1417888,1028013.0,389875.0,1138,Yes,No
2025-01-11,Future Bazaar,North,Furniture,Refrigerator,130,193440,131569.75,61870.25,3502,No,No
2023-03-20,XYZ Stores,West,Electronics,Washing Machine,68,334356,202118.04,132237.96,2123,No,No
2025-10-14,Global Mart,North,Grocery,Smartphone,253,1035782,714524.89,321257.11,3828,No,No
2023-06-01,Prime Wholesale,Central,Appliances,T-Shirt,420,1179780,738795.82,440984.18,601,No,No
2023-10-28,ABC Retail,West,Electronics,Sofa,447,1473312,1096373.42,376938.58,4833,Yes,No
2023-03-07,Prime Wholesale,Central,Grocery,Laptop,160,546400,350104.5,196295.5,197,No,No
2025-12-08,Prime Wholesale,Central,Fashion,Office Chair,395,197105,131327.73,65777.27,627,No,No
2025-01-02,Future Bazaar,East,Grocery,Laptop,477,2338731,1357968.48,980762.52,3018,No,No
2024-09-08,Prime Wholesale,South,Appliances,Washing Machine,98,142100,102005.5,40094.5,965,No,No
2025-08-30,ABC Retail,South,Electronics,Office Chair,127,414655,234134.47,180520.53,3155,No,No
2024-07-13,Global Mart,Central,Electronics,Laptop,182,100100,72926.94,27173.06,4654,Yes,No
2024-03-12,Global Mart,South,Fashion,Sofa,458,1234768,913715.44,321052.56,4933,No,No
2024-06-22,Prime Wholesale,West,Furniture,Monitor,465,2264085,1896165.32,367919.68,2876,Yes,Yes
2024-10-07,Global Mart,Central,Grocery,T-Shirt,73,224256,156390.1,67865.9,4488,No,No
2025-01-31,Future Bazaar,West,Furniture,Washing Machine,56,217336,167537.98,49798.02,4906,Yes,No
2025-11-13,Global Mart,North,Fashion,Smartphone,72,222408,176381.82,46026.18,1270,No,No
2025-01-20,ABC Retail,North,Electronics,Printer,201,811437,611223.97,200213.03,2578,No,Yes
2023-05-06,Future Bazaar,East,Fashion,Washing Machine,284,1119812,908260.97,211551.03,3077,Yes,No
2024-01-06,Future Bazaar,West,Electronics,Washing Machine,359,1559855,936881.63,622973.37,72,Yes,No
2023-05-03,Global Mart,North,Appliances,Laptop,454,1281642,863914.64,417727.36,869,No,No
2025-12-21,Global Mart,Central,Grocery,Refrigerator,33,16137,11727.15,4409.85,209,No,No
2023-05-10,Prime Wholesale,North,Grocery,Rice 10kg,416,1354080,815472.95,538607.05,4761,Yes,Yes
2025-10-13,ABC Retail,South,Furniture,Smartphone,474,187230,111735.94,75494.06,4308,Yes,No
2025-10-12,Future Bazaar,Central,Electronics,Laptop,48,105456,73715.69,31740.31,2900,No,No
2023-08-16,XYZ Stores,South,Fashion,Smartphone,384,1744896,1287206.88,457689.12,2718,No,No
2025-12-14,ABC Retail,North,Appliances,Smartphone,408,1506744,1103053.08,403690.92,3701,No,No
2025-02-08,XYZ Stores,West,Furniture,Monitor,213,491604,335831.45,155772.55,4997,No,Yes
2025-03-10,Prime Wholesale,North,Furniture,T-Shirt,196,746956,418559.74,328396.26,3510,Yes,No
2023-11-24,Future Bazaar,West,Appliances,Air Conditioner,97,148604,83466.27,65137.73,2229,Yes,No
2024-12-20,XYZ Stores,East,Grocery,Laptop,49,194677,126202.59,68474.41,4294,No,No
2025-06-23,Global Mart,West,Fashion,Monitor,206,787126,608088.31,179037.69,2467,No,No
2025-01-29,Future Bazaar,West,Fashion,T-Shirt,205,996095,748519.08,247575.92,3993,No,No
2024-03-06,ABC Retail,Central,Furniture,Rice 10kg,219,1082517,623396.21,459120.79,2596,Yes,No
2024-08-31,ABC Retail,East,Grocery,Printer,351,1168830,811406.31,357423.69,1208,No,No
2025-10-23,Future Bazaar,South,Fashion,Air Conditioner,304,305520,188909.94,116610.06,3291,No,No
2024-04-05,XYZ Stores,South,Electronics,Sofa,397,1756725,1347305.17,409419.83,2803,Yes,No
2023-11-25,XYZ Stores,East,Electronics,Monitor,394,729294,491498.06,237795.94,2487,No,No
2025-08-02,Global Mart,East,Fashion,Laptop,389,1241688,875712.45,365975.55,3521,No,Yes
2023-10-20,Global Mart,North,Furniture,Monitor,130,430170,315482.95,114687.05,2831,No,No
2023-12-30,Future Bazaar,South,Appliances,Refrigerator,219,192282,121163.76,71118.24,3589,No,No
2023-08-01,Global Mart,Central,Electronics,Refrigerator,112,298032,213641.06,84390.94,3113,No,No
2024-12-07,XYZ Stores,East,Fashion,Table,285,986670,813732.14,172937.86,92,No,No
2025-03-06,Global Mart,Central,Electronics,Dining Table,66,21384,16950.44,4433.56,4950,Yes,No
2025-06-15,Global Mart,South,Appliances,Air Conditioner,415,118275,70908.81,47366.19,2011,No,No
2023-12-17,Prime Wholesale,West,Furniture,Dining Table,50,135750,99205.33,36544.67,497,No,No
2024-10-30,Prime Wholesale,West,Electronics,T-Shirt,31,84196,59685.96,24510.04,87,No,No
2024-06-03,XYZ Stores,Central,Fashion,Washing Machine,292,204984,150801.72,54182.28,626,No,No
2024-01-29,XYZ Stores,East,Furniture,Monitor,70,191800,132604.61,59195.39,3449,No,No
2023-07-15,Prime Wholesale,North,Appliances,Refrigerator,279,770877,466349.08,304527.92,2294,No,Yes
2024-07-20,Prime Wholesale,West,Grocery,Office Chair,95,457235,270151.37,187083.63,2473,No,No
2023-06-09,ABC Retail,East,Appliances,Printer,286,662662,483824.78,178837.22,2987,Yes,No
2024-07-07,Future Bazaar,West,Grocery,Monitor,55,5665,4381.28,1283.72,4368,No,No
2025-09-06,Global Mart,South,Grocery,Monitor,247,39026,27958.93,11067.07,1566,Yes,Yes
2025-04-19,Global Mart,South,Fashion,Table,293,635517,538225.3,97291.7,2712,Yes,No
2023-12-06,XYZ Stores,Central,Furniture,Keyboard,283,326016,265181.68,60834.32,4835,No,No
2025-12-29,XYZ Stores,West,Electronics,Dining Table,48,119472,74012.98,45459.02,3123,Yes,No
2023-11-25,Prime Wholesale,East,Furniture,Monitor,148,442372,292158.22,150213.78,2398,No,No
2025-07-22,XYZ Stores,West,Appliances,Office Chair,98,171598,125129.96,46468.04,662,Yes,No
2023-06-04,Prime Wholesale,East,Appliances,Smartphone,92,186852,158762.32,28089.68,3155,No,No
2025-08-21,ABC Retail,Central,Electronics,Washing Machine,485,1333265,949057.49,384207.51,3362,No,No
2023-08-28,XYZ Stores,West,Furniture,Sofa,240,444720,267404.9,177315.1,4855,No,No
2025-06-30,Prime Wholesale,West,Appliances,Monitor,155,491815,398335.86,93479.14,3351,No,No
2023-01-16,Global Mart,East,Electronics,Keyboard,445,1063105,648912.13,414192.87,3593,No,No
2024-06-07,Prime Wholesale,South,Grocery,Air Conditioner,496,115568,85718.63,29849.37,2828,No,No
2024-05-21,Future Bazaar,North,Appliances,Smartphone,184,317032,265268.94,51763.06,4920,No,No
2025-04-21,Future Bazaar,North,Grocery,Refrigerator,464,1073696,614294.7,459401.3,3481,No,No
2025-10-17,Prime Wholesale,North,Appliances,Keyboard,359,367257,260207.89,107049.11,2413,No,No
2025-03-23,XYZ Stores,South,Grocery,T-Shirt,23,69000,42391.04,26608.96,1674,No,No
2025-08-13,XYZ Stores,West,Grocery,Smartphone,75,264075,146032.16,118042.84,1987,No,No
2025-11-23,Prime Wholesale,West,Appliances,Dining Table,49,225302,157153.25,68148.75,3835,No,No
2025-04-05,Prime Wholesale,East,Grocery,Refrigerator,214,434206,264431.43,169774.57,3200,No,No
2024-11-09,ABC Retail,Central,Furniture,Laptop,83,262446,193610.1,68835.9,1368,Yes,No
2025-04-01,Future Bazaar,Central,Furniture,T-Shirt,334,296258,209237.54,87020.46,3393,No,No
2023-12-11,XYZ Stores,North,Appliances,T-Shirt,449,1984131,1424312.6,559818.4,536,No,No
2025-05-13,Global Mart,East,Fashion,Office Chair,364,641004,414808.96,226195.04,3422,No,No
